Text,Difficulty,num_chars,num_words,avg_word_length,num_stopwords,ratio_num_words_over_stopwords,PRON,VERB,DET,NOUN,ADP,NUM,CCONJ,PUNCT,num_words_before_first_verb,AUX,ADJ,LOC,SCONJ,PROPN,ORG,ADV,MISC,PER,X,SYM,PART,INTJ,SPACE
"Les élus ont expliqué que ces mesures visent à protéger les jeunes des quartiers difficiles, livrés à eux-mêmes pendant les vacances scolaires et parfois poussés, par les plus grands, à commettre des délits.",B1,207,33,5.303030303030303,13.0,2.5384615384615383,2.0,6.0,5.0,6.0,7.0,0.0,1.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La nouvelle a fait grand bruit: cette affaire de couvre-feu cache en fait une angoisse plus profonde.,B1,101,17,5.0,3.0,5.666666666666667,0.0,2.0,3.0,6.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Depuis quelques années, on enregistre une augmentation de la violence chez les jeunes.",B1,86,13,5.6923076923076925,5.0,2.6,1.0,1.0,4.0,4.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Les maires ont ainsi voulu montrer qu'ils les avaient à l'œil.,B1,62,11,4.7272727272727275,4.0,2.75,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Et qu'ils prenaient en considération les peurs de leurs électeurs.,B1,66,10,5.7,3.0,3.3333333333333335,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sur le fond, tout le monde est d'accord.",B1,40,8,4.125,3.0,2.6666666666666665,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"En effet, il n'est pas normal qu'un enfant ou un ado de moins de treize ans erre en pleine nuit dans les rues.",B1,110,23,3.8260869565217392,9.0,2.5555555555555554,1.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,23.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Le débat porte plutôt sur l'utilité d'une telle mesure.,B1,55,9,5.222222222222222,1.0,9.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Les policiers font remarquer qu'ils n'ont pas attendu ces décisions pour se préoccuper des enfants qu'ils croisent tard dans la nuit.,B1,133,21,5.380952380952381,7.0,3.0,4.0,5.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ils ont déjà l'obligation de les ramener chez eux.,B1,50,9,4.666666666666667,3.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Par ailleurs, des éducateurs expliquent que ce n'est pas en poursuivant ces enfants que l'on réglera les problèmes des familles.",B1,128,20,5.45,9.0,2.2222222222222223,2.0,3.0,4.0,4.0,3.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Derrière ces jeunes, il y a très souvent des parents en grande difficulté à cause de la pauvreté ou du chômage.",B1,111,21,4.333333333333333,10.0,2.1,2.0,0.0,4.0,5.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Des parents qui n'arrivent pas à exercer pleinement leur autorité.,B1,66,10,5.7,4.0,2.5,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"En traitant ainsi les ados de certains quartiers, le risque existe de les isoler encore davantage et d'accroître les tensions.",B1,126,20,5.35,7.0,2.857142857142857,1.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alors, beaucoup de bruit pour rien ?",B1,36,7,4.285714285714286,2.0,3.5,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La délinquance des plus jeunes reste le fait d'une minorité.,B1,60,10,5.1,2.0,5.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Les spécialistes de la violence chez les adolescents rappellent qu'il est dangereux de les considérer comme une armée menaçante.,B1,128,19,5.7894736842105265,7.0,2.7142857142857144,2.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D'ailleurs, des voix s'élèvent pour dire qu'interdire ne sert à rien si l'on ne tente pas, en même temps, de renouer le dialogue entre les jeunes et le reste de la société.",B1,172,32,4.40625,14.0,2.2857142857142856,3.0,5.0,6.0,7.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C'est justement ce que tentent de faire les associations de prévention en effectuant un travail de longue haleine.,B1,114,18,5.388888888888889,8.0,2.25,3.0,2.0,2.0,5.0,4.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"L’outil de travail, c’est le téléphone, avec lequel on fait tout : conseil, vente, suivi commercial mais surtout de la vente.",B1,125,21,5.0,7.0,3.0,2.0,2.0,2.0,6.0,3.0,0.0,1.0,6.0,14.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Le télévendeur traite en moyenne une centaine d’appels par jour.,B1,64,10,5.5,3.0,3.3333333333333335,0.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Voix aimable et agréable, patience permanente et bonne résistance au stress indispensables !",B1,92,13,6.153846153846154,3.0,4.333333333333333,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Le télévendeur renseigne la clientèle par téléphone, enregistre des commandes et effectue le suivi des clients.",B1,111,16,6.0,6.0,2.6666666666666665,0.0,2.0,3.0,7.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cependant, l’essentiel de son temps consiste à trouver de nouveaux clients et à proposer des visites de représentants commerciaux.",B1,130,19,5.894736842105263,8.0,2.375,0.0,3.0,3.0,5.0,4.0,0.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Il peut également effectuer des enquêtes de marché.,B1,51,8,5.5,2.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dans le domaine de la publicité, il peut vendre des espaces publicitaires.",B1,74,12,5.25,5.0,2.4,1.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Le télévendeur travaille à temps plein, à temps partiel ou en complément d’une autre activité.",B1,94,15,5.333333333333333,4.0,3.75,0.0,2.0,2.0,5.0,3.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Les lieux de travail sont des entreprises, des sociétés de service, des centres d’appel, des agences de publicité, des régies publicitaires.",B1,140,21,5.714285714285714,9.0,2.3333333333333335,0.0,1.0,5.0,10.0,4.0,0.0,0.0,5.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parfois l’activité peut se faire à domicile.,B1,44,7,5.428571428571429,2.0,3.5,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Le développement d’Internet a engendré de nouveaux « profils » comme celui de vendeur itinérant.,B1,96,15,5.466666666666667,2.0,7.5,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,6.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Équipé d’une caméra, d’un téléphone portable et d’un ordinateur, il aide le client à faire ses courses directement dans le magasin.",B1,131,21,5.285714285714286,7.0,3.0,1.0,5.0,6.0,7.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Les conditions de travail sont difficiles, parfois très difficiles.",B1,67,9,6.555555555555555,2.0,4.5,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"C’est un travail qui s’exerce en position assise, en bureau individuel ou sur un plateau téléphonique intégré où le bruit assourdissant est permanent.",B1,150,23,5.565217391304348,9.0,2.5555555555555554,2.0,3.0,3.0,5.0,3.0,0.0,1.0,2.0,7.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Les horaires de travail sont parfois décalés en fonction de la nature et de la disponibilité des publics contactés (le soir par exemple).,B1,137,23,5.0,10.0,2.3,0.0,2.0,4.0,8.0,6.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Les périodes de pause sont de courte durée, le stress et la tension sont souvent présents.",B1,90,16,4.6875,7.0,2.2857142857142856,0.0,0.0,3.0,5.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dans cette profession, le renouvellement de personnel est important.",B1,68,9,6.666666666666667,3.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Évolution professionnelle Toutes les enseignes de la grande distribution ont choisi Internet comme canal de distribution ou de commande.,B1,136,19,6.2105263157894735,7.0,2.7142857142857144,0.0,2.0,2.0,5.0,4.0,0.0,1.0,1.0,11.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Avec de l’expérience, le télévendeur peut devenir animateur d'un pôle de télévendeurs, superviseur d’équipe, chef de plateau.",B1,125,17,6.411764705882353,4.0,4.25,0.0,2.0,2.0,8.0,5.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ce métier ne convient que pour un début de carrière, dans la vente, par exemple.",B1,80,15,4.4,8.0,1.875,0.0,1.0,3.0,5.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ce métier n’exige pas de formation ou d’expérience professionnelle particulière.,B1,80,10,7.1,3.0,3.3333333333333335,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Quelques diplômes peuvent représenter un plus : – en vente, action marchande, – en assistance et conseil, vente à distance, commerce et service accueil, – en négociation et relation client.",B1,189,30,5.333333333333333,8.0,3.75,0.0,2.0,2.0,11.0,4.0,0.0,3.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Les recrutements s’effectuent essentiellement à partir de critères liés à la voix, au bon contact et à l’expression orale de la personne.",B1,137,22,5.2727272727272725,9.0,2.4444444444444446,0.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mais ces qualités ne suffisent plus, il faut avoir aussi aujourd’hui une très bonne orthographe car de nombreuses demandes passent par courriel.",B1,144,22,5.590909090909091,6.0,3.6666666666666665,1.0,6.0,3.0,3.0,1.0,0.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
courses directement dans le magasin.,B1,36,5,6.4,2.0,2.5,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"À la radio, le journaliste Jean-Michel Aphatie a conservé les intonations de son Pays basque natal dans le Sud de la France.",B1,124,22,4.681818181818182,9.0,2.4444444444444446,0.0,1.0,6.0,6.0,4.0,0.0,0.0,2.0,10.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Une exception, dans un paysage audiovisuel où il y a beaucoup de règles.",B1,72,13,4.615384615384615,5.0,2.6,3.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peut-on évoquer des sujets sérieux avec un accent du Sud de la France ?,B1,71,14,4.142857142857143,6.0,2.3333333333333335,1.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faire de la philosophie avec des intonations alsaciennes ?,B1,58,9,5.555555555555555,4.0,2.25,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Développer une pensée profonde en parlant comme les gens du Nord ?,B1,66,12,4.583333333333333,4.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Longtemps, la France a répondu non.",B1,35,6,5.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Le seul beau parler était celui des élites parisiennes et ceux qui rêvaient de s’élever socialement devaient l’adopter.,B1,119,18,5.666666666666667,5.0,3.6,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Michel Aphatie est une exception.,B1,38,5,6.8,2.0,2.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Avant lui, les journalistes qui avaient gardé l’accent du Midi présentaient le rugby, la météo ou les spécialités régionales, au nom d’une loi très stricte : On n’accepte pas à la Comédie-Française que les comédiens parlent avec un accent régional , disait, voilà dix ans, le président de France Télévision Xavier Gouyou-Beauchamps.",B1,332,52,5.403846153846154,18.0,2.888888888888889,3.0,7.0,11.0,15.0,4.0,2.0,1.0,9.0,8.0,1.0,3.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Il est difficile d’imaginer un accent trop fort pour présenter un journal national.,B1,83,13,5.461538461538462,4.0,3.25,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M. Aphatie a été le premier à animer une émission dite sérieuse à la radio puis à la télévision.,B1,96,19,4.105263157894737,8.0,2.375,0.0,2.0,4.0,5.0,3.0,0.0,1.0,1.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L’entrée du journaliste basque dans le monde audiovisuel n’avait donc rien d’évident.,B1,85,12,6.166666666666667,3.0,4.0,1.0,1.0,2.0,6.0,1.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"J’ai longtemps travaillé en presse écrite , indique-t-il.",B1,57,8,6.25,1.0,8.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"C’est en représentant mon journal, Le Parisien, à l’émission Res Publica, à la radio, que j’ai rencontré Jean-Luc Hess, qui dirigeait alors la station.",B1,151,24,5.333333333333333,8.0,3.0,1.0,2.0,4.0,5.0,3.0,1.0,0.0,6.0,24.0,2.0,0.0,0.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"En 1999, il m’a proposé de devenir chef du service politique.",B1,61,11,4.636363636363637,3.0,3.6666666666666665,1.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Curieusement, l’actuel président du groupe Radio-France ne se souvient pas du débat après l’arrivée de M. Aphatie : Son arrivée n’a pas été critiquée, car il était évident que Jean-Michel Aphatie avait beaucoup de présence à la radio.",B1,234,38,5.184210526315789,15.0,2.533333333333333,2.0,2.0,4.0,11.0,4.0,2.0,1.0,4.0,11.0,4.0,2.0,0.0,1.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Son accent est si naturel que cela n’a posé aucun problème.,B1,59,11,4.454545454545454,2.0,5.5,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,10.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Son passage à Radio Luxembourg, en 2003, a été bien moins facile.",B1,65,12,4.5,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Noël Couedel, alors directeur de l’information, raconte : Dans l’équipe de direction, j’étais le seul à défendre sa candidature.",B1,128,19,5.7894736842105265,5.0,3.8,0.0,3.0,2.0,5.0,4.0,2.0,0.0,5.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Personne ne discutait de ses grandes qualités professionnelles.,B1,63,8,7.0,3.0,2.6666666666666665,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mais d’autres n’étaient pas d’accord : Son accent est tellement fort que l’auditeur va oublier ce qu’il dit , La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante , etc.",B1,205,36,4.722222222222222,9.0,4.0,2.0,6.0,4.0,7.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : Il y a deux possibilités : soit son accent lui permettra d’être connu et ce sera très bien.",B1,175,33,4.333333333333333,11.0,3.0,4.0,5.0,3.0,6.0,3.0,1.0,2.0,6.0,17.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Soit on le trouvera ridicule et ce sera une catastrophe.,B1,56,10,4.7,6.0,1.6666666666666667,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Selon moi, le risque est trop grand pour qu’on le prenne.",B1,57,11,4.2727272727272725,4.0,2.75,3.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J’ai vraiment dû beaucoup insister pour être choisi !,B1,53,9,5.0,1.0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Puis il précise : Je n’ai jamais cherché à corriger ou à accentuer mon accent.,B1,78,15,4.266666666666667,5.0,3.0,2.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Je mets tous mes efforts et toute mon énergie exclusivement dans le travail.,B1,76,13,4.923076923076923,5.0,2.6,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"S’appuyant sur divers traités et textes internationaux, dont la Convention relative aux droits de l’enfant, de nombreuses associations et ONG se mobilisent tous les jours dans le monde pour diminuer le nombre d’enfants enrôlés dans des groupes armés.",B1,250,38,5.605263157894737,15.0,2.533333333333333,2.0,4.0,7.0,11.0,6.0,1.0,2.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"C’est le cas de la Coalition pour interdire l’utilisation d’enfants-soldats , association mondiale créée en 1998 et animée par le HRW (Human Rights Watch).",B1,155,24,5.5,8.0,3.0,0.0,3.0,3.0,7.0,4.0,2.0,1.0,5.0,9.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"C’est le cas également de nombreuses ONG qui, dans des dizaines de pays, viennent en aide aux enfants-soldats, assurant leur protection et leur garantissant, quand c’est possible, un suivi médical et une scolarisation.",B1,218,33,5.636363636363637,13.0,2.5384615384615383,1.0,1.0,7.0,11.0,4.0,0.0,2.0,7.0,25.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C’est le cas surtout du Fonds des Nations unies pour l’enfance (Unicef).,B1,72,12,5.083333333333333,4.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,3.0,10.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pression auprès des États, campagnes de sensibilisation.",B1,56,7,7.142857142857143,2.0,3.5,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Grâce aux actions concertées de ces organisations, des milliers d’enfants sont chaque année tirés des griffes de la violence et de la guerre.",B1,141,23,5.173913043478261,11.0,2.090909090909091,0.0,2.0,6.0,10.0,4.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"En févier 2001, l’Unicef a ainsi coordonné la démobilisation de plus de 2500 enfants âgés de 8 à 18 ans qui servaient dans les rangs de l’Armée de libération des peuples du Soudan (SPLA) dans le sud de ce pays, en les acheminant dans des camps de transit.",B1,255,48,4.333333333333333,21.0,2.2857142857142856,3.0,3.0,6.0,13.0,14.0,3.0,0.0,5.0,9.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Les responsables de l’Unicef ont assuré que cette action serait poursuivie en 2002 afin de soustraire tous les enfants-soldats du SPLA (environ 10 000) à l’enfer des conflits.,B1,175,28,5.285714285714286,10.0,2.8,2.0,4.0,5.0,6.0,4.0,1.0,0.0,4.0,7.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Entre mai et novembre 2001, une campagne analogue menée au Sierra Leone, a permis de libérer quelque 2900 enfants.",B1,114,19,5.052631578947368,4.0,4.75,0.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"De la même façon, le gouvernement de la République du Congo (RDC) s’est engagé, en mai 2002, à démobiliser des milliers d’enfants servant dans son armée.",B1,153,26,4.923076923076923,11.0,2.3636363636363638,0.0,4.0,6.0,8.0,5.0,1.0,0.0,6.0,16.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"En juillet 2001, des équipes issues de diverses associations ont donc pu organiser des tournées dans les casernes de ce pays pour répertorier le nombre des enfants soldats et préparer leur réintégration dans la société.",B1,219,35,5.285714285714286,15.0,2.3333333333333335,0.0,4.0,7.0,12.0,7.0,1.0,1.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Textes et traités Jusqu’ici, les traités internationaux sur les droits des enfants stipulaient qu’un mineur de moins de 15 ans ne pouvait être enrôlé dans un groupe armé étatique.",B1,179,29,5.206896551724138,10.0,2.9,0.0,4.0,4.0,7.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Certains pays occidentaux mobilisent toujours dans leurs armées, et en toute légalité, des jeunes volontaires de moins de 18 ans.",B1,129,20,5.5,6.0,3.3333333333333335,0.0,0.0,3.0,5.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Certains d’entre eux sont morts dans des guerres récentes.,B1,58,9,5.555555555555555,4.0,2.25,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mais de nombreuses voix se sont élevées depuis 10 ans pour ramener l’âge minimum de cet enrôlement à 18 ans.,B1,108,20,4.45,6.0,3.3333333333333335,1.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
